Field,FieldRef,FieldSize,Action,Date,Category,Type,Description,Crop,Operator,Area_Hctrs,QtyPerHctr,CostPerHctr,TotalQty,UoM,Total,Comment,Weather,WindSpeed,TimeIn,TimeOut,GrowthStage
Upperwood Leasow (Part A),#1946,6.4,Vaderstad Drill,17/10/2006,Events/Actions,Arable Physical Actions,Vaderstad Drill,,Sean Lewis,4.42,0.00,0.00,0.00,Hctr,0.00,rye 120kg/ha,,,,,
"Gallas Field (Part A) ",#1917,2.45,Vaderstad Drill,17/10/2006,Events/Actions,Arable Physical Actions,Vaderstad Drill,,Sean Lewis,1.86,0.00,0.00,0.00,Hctr,0.00,Rye @120kg/ha,,,,,
Poors Land Field,SJ7019 6595,5.15,Ploughed & Pressed,18/10/2006,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,Unknown,5.15,0.00,0.00,0.00,Hctr,0.00,,,,,,
Poors Land Field,SJ7019 6595,5.15,Combination drilled,18/10/2006,Events/Actions,Arable Physical Actions,Combination drilled,,Unknown,5.15,0.00,0.00,0.00,Hctr,0.00,,,,,,
Poors Land Field,SJ7019 6595,5.15,Robigus C2 Wheat,18/10/2006,Seeds,Wheat,Robigus C2 Wheat,,Unknown,5.15,135.00,29.57,695.25,Kgs,152.26,300 seeds m/s,,,,,
"Pipe Strine (Part A) ",#2191,1.41,Ploughed & Pressed,18/10/2006,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,David Miller,1.41,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Pipe Strine (Part A) ",#2191,1.41,Combination drilled,18/10/2006,Events/Actions,Arable Physical Actions,Combination drilled,,David Miller,1.41,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Pipe Strine (Part A) ",#2191,1.41,Robigus C2 Wheat,18/10/2006,Seeds,Wheat,Robigus C2 Wheat,,David Miller,1.41,135.00,29.57,190.35,Kgs,41.69,300 seeds m/s,,,,,
First Foxhole,SJ7120 4205,2.12,Decoy Wetex,19/10/2006,Chemicals,Slug pellets,Decoy Wetex,,John Ruscoe,2.18,5.00,18.00,10.90,Kgs,39.24,,Overcast,calm,13:00,13:34,11
"Longwithy Field (Part A) ",#2137,6.5,Harvested Sugar Beet (contractor),19/10/2006,Events/Actions,Arable Physical Actions,Harvested Sugar Beet (contractor),,Contractor Banks,5.49,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Marlpit Leasow (A) 06 ",#1942,3.08,Harvested Sugar Beet (contractor),19/10/2006,Events/Actions,Arable Physical Actions,Harvested Sugar Beet (contractor),,Contractor Banks,3.08,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Horse Foxhole (Part A) ",#1953,5.25,Decoy Wetex,19/10/2006,Chemicals,Slug pellets,Decoy Wetex,,John Ruscoe,5.62,5.00,18.00,28.10,Kgs,101.16,incl cerc+niab trial areas,Overcast,calm,13:35,14:55,11
"Tibberton 5 (Part A) ",#1964,2.62,Decoy Wetex,19/10/2006,Chemicals,Slug pellets,Decoy Wetex,,John Ruscoe,2.62,5.00,18.00,13.10,Kgs,47.16,,Overcast,calm,14:56,15:41,Pre emergence
"Tibberton 7 (Part A) ",#1967,2.99,Decoy Wetex,19/10/2006,Chemicals,Slug pellets,Decoy Wetex,,John Ruscoe,2.99,5.00,18.00,14.95,Kgs,53.82,,Overcast,calm,15:42,16:30,11
"Buttery Hill (Part A) ",#2172,10.98,Vaderstad Drill,23/10/2006,Events/Actions,Arable Physical Actions,Vaderstad Drill,,Sean Lewis,10.98,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Buttery Hill (Part A) ",#2172,10.98,Subsoiled,23/10/2006,Events/Actions,Arable Physical Actions,Subsoiled,,Sean Lewis,10.98,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Buttery Hill (Part A) ",#2172,10.98,Tremplin,23/10/2006,Seeds,Triticale,Tremplin,,Sean Lewis,10.98,142.00,48.99,1559.16,Kgs,537.91,350seeds/m,,,,,
First Foxhole,SJ7120 4205,2.12,Vaderstad Drill,24/10/2006,Events/Actions,Arable Physical Actions,Vaderstad Drill,,Sean Lewis,2.18,0.00,0.00,0.00,Hctr,0.00,,,,,,
First Foxhole,SJ7120 4205,2.12,Subsoiled,24/10/2006,Events/Actions,Arable Physical Actions,Subsoiled,,Sean Lewis,2.18,0.00,0.00,0.00,Hctr,0.00,,,,,,
First Foxhole,SJ7120 4205,2.12,Terra disced,24/10/2006,Events/Actions,Arable Physical Actions,Terra disced,,Sean Lewis,2.18,0.00,0.00,0.00,Hctr,0.00,,,,,,
First Foxhole,SJ7120 4205,2.12,Tremplin,24/10/2006,Seeds,Triticale,Tremplin,,Sean Lewis,2.18,135.00,46.57,294.30,Kgs,101.53,300 seeds m/s,,,,,
"Tibberton 2 (Part A) ",#1960,2.72,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,2.72,0.31,6.09,0.85,Litres,16.57,,Clear & Sunny,2m/s s,13:30,13:51,13
"Tibberton 2 (Part A) ",#1960,2.72,Quantum SX tribenuron-methyl,24/10/2006,Chemicals,Herbicide,Quantum SX tribenuron-methyl,,Sean Lewis,2.72,18.75,8.06,51.00,Gms,21.93,,Clear & Sunny,2m/s s,13:30,13:51,13
"Tibberton 2 (Part A) ",#1960,2.72,Stomp pendimethalin,24/10/2006,Chemicals,Herbicide,Stomp pendimethalin,,Sean Lewis,2.72,3.13,19.71,8.50,Litres,53.62,,Clear & Sunny,2m/s s,13:30,13:51,13
"Tibberton 3 (Part A) ",#1962,3.07,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,3.07,0.31,6.09,0.96,Litres,18.71,,Clear & Sunny,2m/s s,13:52,14:17,13
"Tibberton 3 (Part A) ",#1962,3.07,Quantum SX tribenuron-methyl,24/10/2006,Chemicals,Herbicide,Quantum SX tribenuron-methyl,,Sean Lewis,3.07,18.75,8.06,57.56,Gms,24.75,,Clear & Sunny,2m/s s,13:52,14:17,13
"Tibberton 3 (Part A) ",#1962,3.07,Stomp pendimethalin,24/10/2006,Chemicals,Herbicide,Stomp pendimethalin,,Sean Lewis,3.07,3.13,19.71,9.59,Litres,60.52,,Clear & Sunny,2m/s s,13:52,14:17,13
"Tibberton 5 (Part A) ",#1964,2.62,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,2.62,0.31,6.10,0.82,Litres,15.97,weed control + vol OSR,Clear & Sunny,2 m/s s,14:18,14:39,13
"Tibberton 5 (Part A) ",#1964,2.62,Quantum SX tribenuron-methyl,24/10/2006,Chemicals,Herbicide,Quantum SX tribenuron-methyl,,Sean Lewis,2.62,18.75,8.06,49.13,Gms,21.12,weed control + vol OSR,Clear & Sunny,2 m/s s,14:18,14:39,13
"Tibberton 5 (Part A) ",#1964,2.62,Stomp pendimethalin,24/10/2006,Chemicals,Herbicide,Stomp pendimethalin,,Sean Lewis,2.62,3.13,19.71,8.19,Litres,51.65,weed control + vol OSR,Clear & Sunny,2 m/s s,14:18,14:39,13
"Tibberton 7 (Part A) ",#1967,2.99,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,2.99,0.31,6.08,0.93,Litres,18.17,weed control + vol OSR,Clear & Sunny,2m/s s,14:40,15:00,13
"Tibberton 7 (Part A) ",#1967,2.99,Quantum SX tribenuron-methyl,24/10/2006,Chemicals,Herbicide,Quantum SX tribenuron-methyl,,Sean Lewis,2.99,18.75,8.06,56.06,Gms,24.11,Weed control + vol OSR,Clear & Sunny,2m/s s,14:40,15:00,13
"Tibberton 7 (Part A) ",#1967,2.99,Stomp pendimethalin,24/10/2006,Chemicals,Herbicide,Stomp pendimethalin,,Sean Lewis,2.99,3.13,19.71,9.34,Litres,58.94,Weed control + Vol OSR,Clear & Sunny,2m/s s,14:40,15:00,13
"Adney Brookside (Part A) ",#1930,4.63,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,4.63,0.25,4.93,1.17,Litres,22.84,weed control + Aphids Vol OSR,clear sunny,0.6 m/s s,11:15,11:44,21
"Adney Brookside (Part A) ",#1930,4.63,Arelon Isoproturon,24/10/2006,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,4.63,2.53,7.73,11.73,Litres,35.78,weed control + Aphids Vol OSR,clear sunny,0.6 m/s s,11:15,11:44,21
"Adney Brookside (Part A) ",#1930,4.63,Duplosan Mecoprop-P,24/10/2006,Chemicals,Herbicide,Duplosan Mecoprop-P,,Sean Lewis,4.63,0.84,3.85,3.91,Litres,17.83,weed control + Aphids Vol OSR,clear sunny,0.6 m/s s,11:15,11:44,21
"Adney Brookside (Part A) ",#1930,4.63,Javelin diflufenican+isoproturon,24/10/2006,Chemicals,Herbicide,Javelin diflufenican+isoproturon,,Sean Lewis,4.63,0.42,4.18,1.96,Litres,19.35,weed control + Aphids Vol OSR,clear sunny,0.6 m/s s,11:15,11:44,21
"Adney Middle Field (Part A) ",#1939,3.05,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,3.05,0.25,4.93,0.77,Litres,15.03,Weed control + aphids vol OSR,Clear & Sunny,0.6 m/s s,12:09,12:30,21 tiller
"Adney Middle Field (Part A) ",#1939,3.05,Arelon Isoproturon,24/10/2006,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,3.05,2.53,7.73,7.73,Litres,23.57,Weed control + aphids vol OSR,Clear & Sunny,0.6 m/s s,12:09,12:30,21 tiller
"Adney Middle Field (Part A) ",#1939,3.05,Duplosan Mecoprop-P,24/10/2006,Chemicals,Herbicide,Duplosan Mecoprop-P,,Sean Lewis,3.05,0.84,3.85,2.58,Litres,11.75,Weed control + aphids vol OSR,Clear & Sunny,0.6 m/s s,12:09,12:30,21 tiller
"Adney Middle Field (Part A) ",#1939,3.05,Javelin diflufenican+isoproturon,24/10/2006,Chemicals,Herbicide,Javelin diflufenican+isoproturon,,Sean Lewis,3.05,0.42,4.18,1.29,Litres,12.74,Weed control + aphids vol OSR,Clear & Sunny,0.6 m/s s,12:09,12:30,21 tiller
"Adney Loaders (Part A) ",#1935,3.58,Decis (deltamethrin),24/10/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,3.58,0.25,4.93,0.91,Litres,17.64,Weed control + aphids vol OSR,clear sunny,0.6 m/s s,11:45,12:08,21
"Adney Loaders (Part A) ",#1935,3.58,Arelon Isoproturon,24/10/2006,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,3.58,2.53,7.73,9.07,Litres,27.67,Weed control + aphids vol OSR,clear sunny,0.6 m/s s,11:45,12:08,21
"Adney Loaders (Part A) ",#1935,3.58,Duplosan Mecoprop-P,24/10/2006,Chemicals,Herbicide,Duplosan Mecoprop-P,,Sean Lewis,3.58,0.24,1.11,0.87,Litres,3.97,Weed control + aphids vol OSR,clear sunny,0.6 m/s s,11:45,12:08,21
"Adney Loaders (Part A) ",#1935,3.58,Javelin diflufenican+isoproturon,24/10/2006,Chemicals,Herbicide,Javelin diflufenican+isoproturon,,Sean Lewis,3.58,0.42,4.18,1.51,Litres,14.96,Weed control + aphids vol OSR,clear sunny,0.6 m/s s,11:45,12:08,21
"Gallas field (Part B) ",#1918,0.88,Activate cropping,27/10/2006,Events/Actions,Arable Observations,Activate cropping,,Sean Lewis,1.00,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Gallas Field (Part C) ",#1919,0.13,Activate cropping,27/10/2006,Events/Actions,Arable Observations,Activate cropping,,Sean Lewis,0.13,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Bayley Hills (S) (Part C) ",#1950,2.84,Activate cropping,27/10/2006,Events/Actions,Arable Observations,Activate cropping,,Sean Lewis,2.84,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Bayley Hills (S) (Part E) ",#1952,0.21,Activate cropping,27/10/2006,Events/Actions,Arable Observations,Activate cropping,,Sean Lewis,0.21,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Marlpit Leasow (A) 06 ",#1942,3.08,Crop Season Start Marker,01/11/2006,Events/Actions,Arable Events,Crop Season Start Marker,Sugar Beet,,,,,,,,,,,,,
"Bayley Hills (S) (Part A) ",#1949,5.15,Crop Season Start Marker,01/11/2006,Events/Actions,Arable Events,Crop Season Start Marker,Maize,,,,,,,,,,,,,
First Foxhole,SJ7120 4205,2.12,Decis (deltamethrin),07/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,2.18,0.20,3.89,0.44,Litres,8.49,Grass weed control GS 13,clear sunny,calm,13:36,14:00,3 leaf
Near Cot Leasow,SJ7120 6850,4.79,Decis (deltamethrin),07/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,4.79,0.20,3.89,0.96,Litres,18.65,Grass weed control,clearsunny,calm,14:30,15:16,3 leaf
First Foxhole,SJ7120 4205,2.12,Stomp pendimethalin,07/11/2006,Chemicals,Herbicide,Stomp pendimethalin,,Sean Lewis,2.18,3.00,18.92,6.54,Litres,41.25,Grass weed control GS 13,clear sunny,calm,13:36,14:00,3 leaf
Near Cot Leasow,SJ7120 6850,4.79,Crystal  flufenacet+pendimethalin,07/11/2006,Chemicals,Herbicide,Crystal  flufenacet+pendimethalin,,Sean Lewis,4.79,2.30,18.37,11.00,Litres,88.00,,clearsunny,calm,14:30,15:16,3 leaf
"Buttery Hill (Part A) ",#2172,10.98,Decis (deltamethrin),07/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,10.98,0.20,3.89,2.20,Litres,42.76,Grass weed control GS 13,clear sunny,calm,11:30,13:35,3 leaf
"Buttery Hill (Part A) ",#2172,10.98,Stomp pendimethalin,07/11/2006,Chemicals,Herbicide,Stomp pendimethalin,,Sean Lewis,10.98,3.00,18.92,32.94,Litres,207.79,Grass weed control GS 13,clear sunny,calm,11:30,13:35,3 leaf
Middle Leasow,SJ7120 5163,2.01,Decis (deltamethrin),09/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,2.01,0.20,3.90,0.40,Litres,7.83,Grass weed control GS 13,Broken Cloud,calm,13:01,13:17,13
Poors Land Field,SJ7019 6595,5.15,Decis (deltamethrin),09/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,5.15,0.20,3.90,1.03,Litres,20.06,Grass weed control GS 13,Broken Cloud,calm,13:45,14:28,13
Tibberton 4,SJ6719,4.64,Decis (deltamethrin),09/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,4.64,0.20,3.89,0.93,Litres,18.07,Grass weed cntrol GS 13,Broken Cloud,calm,14:29,15:00,13
Large Marsh,SJ7120,8.51,Decis (deltamethrin),09/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,8.51,0.20,3.89,1.70,Litres,33.14,Grass weed control,Broken Cloud,calm,11:45,12:58,13
Middle Leasow,SJ7120 5163,2.01,"Chlortoluron 500 Alpha ",09/11/2006,Chemicals,Herbicide,"Chlortoluron 500 Alpha ",,Sean Lewis,2.01,5.00,16.93,10.05,Litres,34.03,Grass weed control GS 13,Broken Cloud,calm,13:01,13:17,13
Poors Land Field,SJ7019 6595,5.15,"Chlortoluron 500 Alpha ",09/11/2006,Chemicals,Herbicide,"Chlortoluron 500 Alpha ",,Sean Lewis,5.15,5.00,16.93,25.75,Litres,87.19,Grass weed control GS 13,Broken Cloud,calm,13:45,14:28,13
Tibberton 4,SJ6719,4.64,"Chlortoluron 500 Alpha ",09/11/2006,Chemicals,Herbicide,"Chlortoluron 500 Alpha ",,Sean Lewis,4.64,5.00,16.93,23.20,Litres,78.56,Grass weed control GS 13,Broken Cloud,calm,14:29,15:00,13
Large Marsh,SJ7120,8.51,"Chlortoluron 500 Alpha ",09/11/2006,Chemicals,Herbicide,"Chlortoluron 500 Alpha ",,Sean Lewis,8.51,5.00,16.93,42.55,Litres,144.07,Grass weed control,Broken Cloud,calm,11:45,12:58,13
"Pipe Strine (Part A) ",#2191,1.41,Decis (deltamethrin),09/11/2006,Chemicals,Insecticides,Decis (deltamethrin),,Sean Lewis,1.41,0.20,3.89,0.28,Litres,5.49,Grass weed control GS 13,Broken Cloud,calm,13:20,13:44,13
"Pipe Strine (Part A) ",#2191,1.41,"Chlortoluron 500 Alpha ",09/11/2006,Chemicals,Herbicide,"Chlortoluron 500 Alpha ",,Sean Lewis,1.41,5.00,16.93,7.05,Litres,23.87,Grass weed control GS 13,Broken Cloud,calm,13:20,13:44,13
"Horse Foxhole (Part A) ",#1953,5.25,Arelon Isoproturon,09/11/2006,Chemicals,Herbicide,Arelon Isoproturon,,Sean Lewis,5.62,1.90,5.80,10.68,Litres,32.57,incl cerc+niab trial areas,Broken Cloud,calm,15:00,15:30,13
"Horse Foxhole (Part A) ",#1953,5.25,Permasect  cypermethrin,09/11/2006,Chemicals,Insecticides,Permasect  cypermethrin,,Sean Lewis,5.62,0.25,0.74,1.41,Litres,4.14,incl cerc+niab trial areas,Broken Cloud,calm,15:00,15:30,13
"Horse Foxhole (Part A) ",#1953,5.25,Javelin diflufenican+isoproturon,09/11/2006,Chemicals,Herbicide,Javelin diflufenican+isoproturon,,Sean Lewis,5.62,0.50,4.95,2.81,Litres,27.82,incl cerc+niab trial areas,Broken Cloud,calm,15:00,15:30,13
"Bayley Hills N (A) ",#1978,19.12,Azural (glyphosate),29/11/2006,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,19.12,4.11,7.30,78.62,Litres,139.55,,Broken Cloud,1.5m/s s,09:46,12:30,
"Bayley Hills (S) (Part A) ",#1949,5.15,Azural (glyphosate),29/11/2006,Chemicals,Herbicide,Azural (glyphosate),,Sean Lewis,5.15,4.11,7.30,21.18,Litres,37.59,,Broken Cloud,1.5m/s s,09:00,09:45,
"Longwithy Field (Part A) ",#2137,6.5,Crop Season Start Marker,01/12/2006,Events/Actions,Arable Events,Crop Season Start Marker,Triticale,,,,,,,,,,,,,
"Longwithy Field (Part B) ",#2138,0.38,Crop Season Start Marker,01/12/2006,Events/Actions,Arable Events,Crop Season Start Marker,Fallow,,,,,,,,,,,,,
"Longwithy Field (Part B) ",#2138,0.38,Activate cropping,01/12/2006,Events/Actions,Arable Observations,Activate cropping,,Unknown,0.38,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Vaderstad Drill,12/12/2006,Events/Actions,Arable Physical Actions,Vaderstad Drill,,Sean Lewis,6.67,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Ploughed & Pressed,12/12/2006,Events/Actions,Arable Physical Actions,Ploughed & Pressed,,Sean Lewis,6.67,0.00,0.00,0.00,Hctr,0.00,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Tremplin,12/12/2006,Seeds,Triticale,Tremplin,,Sean Lewis,6.67,155.00,53.48,1033.85,Kgs,356.68,350 seeds/metre,,,,,
Middle Leasow,SJ7120 5163,2.01,Decoy Wetex,17/01/2007,Chemicals,Slug pellets,Decoy Wetex,,Sean Lewis,2.01,4.98,17.91,10.00,Kgs,36.00,Slug pellets,Cloudy,calm,08:00,08:27,
First Foxhole,SJ7120 4205,2.12,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,2.18,133.00,19.95,289.94,Kgs,43.49,40kgN/ha,,,,,
Large Marsh,SJ7120,8.51,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,8.51,133.00,19.95,1131.83,Kgs,169.77,40kgN/ha,,,,,
Large Pitt,SJ7119 9756,3.91,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,3.91,250.00,37.50,977.50,Kgs,146.63,75kgN/ha,,,,,
Liberty Field,SJ7020 5816,3.67,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,3.67,250.00,37.50,917.50,Kgs,137.63,75kgN/ha,,,,,
Middle Leasow,SJ7120 5163,2.01,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,2.01,133.00,19.95,267.33,Kgs,40.10,40kgN/ha,,,,,
Near Cot Leasow,SJ7120 6850,4.79,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,4.79,133.00,19.95,637.07,Kgs,95.56,40kgN/ha,,,,,
Poors Land Field,SJ7019 6595,5.15,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,5.15,133.00,19.95,684.95,Kgs,102.74,40kgN/ha,,,,,
Tibberton 4,SJ6719,4.64,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,4.64,133.00,19.95,617.12,Kgs,92.57,40kgN/ha,,,,,
"Pipe Strine (Part A) ",#2191,1.41,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,1.41,133.00,19.95,187.53,Kgs,28.13,40kgN/ha,,,,,
"Horse Foxhole (Part A) ",#1953,5.25,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,5.62,124.24,18.64,698.25,Kgs,104.74,40kgN/ha,,,,,
"Adney Brookside (Part A) ",#1930,4.63,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,4.45,133.00,19.95,591.85,Kgs,88.78,40kgN/ha,,,,,
"Adney Middle Field (Part A) ",#1939,3.05,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,3.05,133.00,19.95,405.65,Kgs,60.85,40kgN/ha,,,,,
"Adney Loaders (Part A) ",#1935,3.58,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,3.48,133.00,19.95,462.84,Kgs,69.43,40kgN/ha,,,,,
"Adney Corner (Part A) ",#2148,12.4,Yara Sulphan 30N + 19S03,08/03/2007,Fertilizers,Fertilizers,Yara Sulphan 30N + 19S03,,Sean Lewis,14.70,350.00,52.50,5145.00,Kgs,771.75,105kgN/ha,,,,,
Large Pitt,SJ7119 9756,3.91,Caramba metconazole,10/03/2007,Chemicals,Fungicides,Caramba metconazole,,Sean Lewis,3.91,0.45,13.73,1.76,Litres,53.70,,Broken Cloud,1.6mm/s,10:06,10:30,2.5
Liberty Field,SJ7020 5816,3.67,Caramba metconazole,10/03/2007,Chemicals,Fungicides,Caramba metconazole,,Sean Lewis,3.67,0.45,13.73,1.65,Litres,50.40,,Broken Cloud,1.6mm/s,09:40,10:05,2.5
Large Pitt,SJ7119 9756,3.91,Rape & Pulse Mix,10/03/2007,Chemicals,Trace Element,Rape & Pulse Mix,,Sean Lewis,3.91,2.24,3.93,8.78,Kgs,15.36,,Broken Cloud,1.6mm/s,10:06,10:30,2.5
Liberty Field,SJ7020 5816,3.67,Rape & Pulse Mix,10/03/2007,Chemicals,Trace Element,Rape & Pulse Mix,,Sean Lewis,3.67,2.24,3.93,8.24,Kgs,14.41,,Broken Cloud,1.6mm/s,09:40,10:05,2.5
"Adney Corner (Part A) ",#2148,12.4,Caramba metconazole,10/03/2007,Chemicals,Fungicides,Caramba metconazole,,Sean Lewis,14.70,0.45,13.73,6.60,Litres,201.90,,Broken Cloud,1.6mm/s,08:00,09:39,2.5
"Adney Corner (Part A) ",#2148,12.4,Rape & Pulse Mix,10/03/2007,Chemicals,Trace Element,Rape & Pulse Mix,,Sean Lewis,14.70,2.24,8.98,32.99,Kgs,131.96,,Broken Cloud,1.6mm/s,08:00,09:39,2.5
Tibberton 4,SJ6719,4.64,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,4.64,0.00,0.00,0.00,Hctr,0.00,6.8t/ha,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,6.67,0.00,0.00,0.00,Hctr,0.00,6.8t/ha,,,,,
"Tibberton 2 (Part A) ",#1960,2.72,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,2.69,0.00,0.00,0.00,Hctr,0.00,6.8 t/ha,,,,,
"Tibberton 3 (Part A) ",#1962,3.07,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,3.07,0.00,0.00,0.00,Hctr,0.00,6.8 t/ha,,,,,
"Tibberton 5 (Part A) ",#1964,2.62,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,2.62,0.00,0.00,0.00,Hctr,0.00,6.8 t/ha,,,,,
"Tibberton 7 (Part A) ",#1967,2.99,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,2.99,0.00,0.00,0.00,Hctr,0.00,6.8 t/ha,,,,,
"Adney Brookside (Part A) ",#1930,4.63,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,4.45,0.00,0.00,0.00,Hctr,0.00,6.8t/ha,,,,,
"Adney Middle Field (Part A) ",#1939,3.05,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,3.05,0.00,0.00,0.00,Hctr,0.00,6.8t/ha,,,,,
"Adney Loaders (Part A) ",#1935,3.58,Apply Poultry Manure,13/03/2007,Events/Actions,Arable Physical Actions,Apply Poultry Manure,,Sean Lewis,3.48,0.00,0.00,0.00,Hctr,0.00,6.8t/ha,,,,,
Caynton Ancellor,SJ7020 9947,1.5,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,3.13,115.00,13.22,359.95,Kgs,41.39,40kg/n ha,,,,,
Cottage Field,SJ7120 0921,2.96,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,2.89,115.00,13.22,332.35,Kgs,38.22,40kg/n ha,,,,,
Swans Neck,SJ7119 5170,6.21,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,6.21,115.00,13.23,714.15,Kgs,82.13,40kg/n ha,,,,,
The Lawn,SJ7020 9517,0.85,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,0.87,115.00,13.23,100.05,Kgs,11.51,40kg/n ha,,,,,
Tibberton 1,SJ6720 6805,3.98,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,3.98,115.00,13.23,457.70,Kgs,52.64,40kg/n ha,,,,,
Tibberton 6,SJ6719 7886,2.88,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,2.88,115.00,13.23,331.20,Kgs,38.09,40kg/n ha,,,,,
"Black Britch (Part A) ",#2161,10.4,Yara 34.5%N,20/03/2007,Fertilizers,Nitrogens,Yara 34.5%N,,Sean Lewis,10.40,115.00,13.23,1196.00,Kgs,137.54,40kg/n ha,,,,,
